CustomerID,Age,Gender,Tenure,MonthlyCharges,ContractType,InternetService,TotalCharges,TechSupport,Churn
398,58,Male,0,79.91,Month-to-Month,DSL,0.0,Yes,No
399,40,Male,26,94.77,Month-to-Month,Fiber Optic,2464.02,Yes,No
400,56,Male,22,100.86,Month-to-Month,Fiber Optic,2218.92,Yes,No
401,22,Male,4,24.12,One-Year,None,96.48,No,No
402,34,Female,6,45.81,Two-Year,DSL,274.86,No,No
403,42,Female,0,24.06,Month-to-Month,None,0.0,No,Yes
404,42,Female,43,57.21,Month-to-Month,DSL,2460.03,No,Yes
405,36,Male,72,86.33,One-Year,Fiber Optic,6215.76,Yes,No
406,49,Male,3,65.78,One-Year,DSL,197.34,Yes,No
407,29,Female,6,49.05,Month-to-Month,None,294.3,Yes,No
408,40,Male,48,91.35,One-Year,Fiber Optic,4384.8,Yes,No
409,43,Male,62,67.37,Month-to-Month,Fiber Optic,4176.94,No,No
410,48,Male,13,27.02,Month-to-Month,None,351.26,No,No
411,50,Male,1,56.15,One-Year,DSL,56.15,No,Yes
412,28,Male,0,60.9,Two-Year,DSL,0.0,Yes,No
413,23,Female,20,26.01,Month-to-Month,None,520.2,No,No
414,57,Female,11,54.08,Two-Year,DSL,594.88,No,No
415,45,Female,0,48.55,Month-to-Month,DSL,0.0,No,No
416,33,Female,21,69.82,One-Year,Fiber Optic,1466.22,No,Yes
417,60,Female,0,76.64,Month-to-Month,Fiber Optic,0.0,No,No
418,43,Male,37,46.92,Two-Year,DSL,1736.04,No,No
419,56,Male,8,53.02,Two-Year,DSL,424.16,No,No
420,42,Male,0,67.16,Month-to-Month,DSL,0.0,Yes,Yes
421,66,Male,21,73.84,Two-Year,Fiber Optic,1550.64,No,No
422,63,Female,12,39.93,Two-Year,None,479.16,Yes,No
423,39,Female,72,45.94,One-Year,None,3307.68,Yes,No
424,53,Female,18,78.73,Month-to-Month,Fiber Optic,1417.14,No,No
425,49,Male,7,46.68,Two-Year,DSL,326.76,No,No
426,58,Female,29,31.26,Two-Year,None,906.54,Yes,No
427,30,Male,7,76.8,Month-to-Month,Fiber Optic,537.6,No,Yes
428,50,Female,56,63.33,Two-Year,DSL,3546.48,Yes,No
429,54,Female,11,32.78,Month-to-Month,None,360.58,No,No
430,20,Male,19,73.87,Month-to-Month,Fiber Optic,1403.53,No,Yes
431,27,Male,1,72.85,Month-to-Month,Fiber Optic,72.85,No,No
432,18,Female,13,80.79,One-Year,Fiber Optic,1050.27,No,No
433,38,Female,42,59.51,One-Year,DSL,2499.42,Yes,No
434,50,Male,39,58.67,Month-to-Month,DSL,2288.13,No,No
435,60,Female,6,78.41,Two-Year,Fiber Optic,470.46,Yes,No
436,42,Female,6,53.32,Month-to-Month,DSL,319.92,No,No
437,61,Male,40,73.41,Month-to-Month,Fiber Optic,2936.4,No,No
438,25,Female,63,70.98,Month-to-Month,Fiber Optic,4471.74,No,No
439,21,Male,2,88.21,One-Year,Fiber Optic,176.42,Yes,No
440,41,Female,14,87.26,Two-Year,Fiber Optic,1221.64,Yes,No
441,46,Male,9,87.73,One-Year,Fiber Optic,789.57,Yes,No
442,41,Female,49,27.47,Two-Year,None,1346.03,No,No
443,18,Male,2,70.07,Month-to-Month,Fiber Optic,140.14,No,Yes
444,40,Female,5,72.58,Month-to-Month,DSL,362.9,Yes,No
445,26,Male,33,65.78,Month-to-Month,DSL,2170.74,No,No
446,50,Female,1,53.1,Month-to-Month,DSL,53.1,No,No
447,46,Female,16,68.12,Month-to-Month,DSL,1089.92,Yes,No
448,30,Female,14,49.58,One-Year,DSL,694.12,No,No
449,35,Female,9,52.55,Month-to-Month,DSL,472.95,No,Yes
450,29,Female,12,58.21,One-Year,Fiber Optic,698.52,No,No
451,41,Female,18,47.03,Month-to-Month,None,846.54,Yes,No
452,53,Female,4,65.77,Month-to-Month,DSL,263.08,Yes,No
453,30,Female,20,77.85,One-Year,Fiber Optic,1557.0,Yes,No
454,48,Female,39,93.77,Month-to-Month,Fiber Optic,3657.03,Yes,No
455,35,Male,34,58.13,Two-Year,DSL,1976.42,Yes,No
456,32,Male,4,26.89,One-Year,None,107.56,No,No
457,40,Female,3,82.33,Month-to-Month,Fiber Optic,246.99,No,Yes
458,29,Male,7,61.16,Two-Year,Fiber Optic,428.12,No,No
459,35,Female,10,82.34,Month-to-Month,Fiber Optic,823.4,Yes,No
460,27,Female,12,56.35,Month-to-Month,DSL,676.2,No,Yes
461,65,Male,27,76.71,One-Year,Fiber Optic,2071.17,No,No
462,42,Female,1,47.13,Month-to-Month,DSL,47.13,No,No
463,33,Female,0,28.83,Two-Year,None,0.0,No,No
464,44,Male,11,70.11,Two-Year,Fiber Optic,771.21,No,No
465,40,Male,28,58.23,Two-Year,Fiber Optic,1630.44,No,No
466,39,Female,5,73.99,Month-to-Month,DSL,369.95,Yes,Yes
467,49,Male,24,79.38,Month-to-Month,Fiber Optic,1905.12,No,No
468,51,Male,7,84.02,One-Year,Fiber Optic,588.14,Yes,No
469,35,Female,52,96.26,Month-to-Month,Fiber Optic,5005.52,Yes,No
470,35,Male,54,95.68,Month-to-Month,Fiber Optic,5166.72,Yes,No
471,38,Male,8,90.52,Month-to-Month,Fiber Optic,724.16,Yes,Yes
472,18,Female,6,42.74,Month-to-Month,None,256.44,Yes,No
473,23,Male,12,85.14,Month-to-Month,Fiber Optic,1021.68,Yes,No
474,58,Male,6,40.33,Two-Year,None,241.98,Yes,No
475,61,Female,26,29.56,Two-Year,None,768.56,No,No
476,39,Female,41,88.38,Month-to-Month,Fiber Optic,3623.58,Yes,No
477,48,Female,26,44.01,Month-to-Month,DSL,1144.26,No,No
478,45,Male,41,96.34,Month-to-Month,Fiber Optic,3949.94,Yes,No
479,78,Female,12,27.86,Two-Year,None,334.32,No,No
480,55,Female,4,53.1,Month-to-Month,DSL,212.4,No,No
481,40,Male,32,75.32,One-Year,Fiber Optic,2410.24,No,No
482,30,Female,10,37.62,Month-to-Month,None,376.2,No,No
483,22,Female,26,72.19,One-Year,Fiber Optic,1876.94,Yes,No
484,44,Female,7,77.17,Month-to-Month,Fiber Optic,540.19,No,Yes
485,32,Female,2,45.47,One-Year,DSL,90.94,No,No
486,24,Male,72,57.5,Month-to-Month,DSL,4140.0,No,No
487,34,Female,4,71.86,One-Year,Fiber Optic,287.44,No,Yes
488,29,Female,72,73.18,Month-to-Month,DSL,5268.96,Yes,No
489,62,Male,72,49.88,One-Year,DSL,3591.36,No,No
490,52,Female,37,32.07,Two-Year,None,1186.59,Yes,No
491,41,Male,25,52.75,Month-to-Month,DSL,1318.75,No,No
492,59,Male,20,42.33,Two-Year,None,846.6,Yes,No
493,42,Male,48,33.32,One-Year,None,1599.36,No,No
494,31,Female,8,64.14,Month-to-Month,DSL,513.12,Yes,No
495,60,Male,15,75.14,Month-to-Month,DSL,1127.1,Yes,No
496,48,Male,23,71.76,Month-to-Month,Fiber Optic,1650.48,No,No
497,29,Male,12,72.97,One-Year,Fiber Optic,875.64,No,No
498,39,Female,13,49.83,One-Year,DSL,647.79,No,Yes
499,31,Female,9,90.91,Month-to-Month,Fiber Optic,818.19,Yes,No
500,25,Female,19,74.46,Month-to-Month,DSL,1414.74,Yes,No
501,53,Female,45,21.48,Two-Year,None,966.6,No,No
502,64,Female,5,46.44,Two-Year,DSL,232.2,No,No
503,25,Female,65,55.92,Month-to-Month,DSL,3634.8,No,No
504,48,Female,28,60.31,Two-Year,DSL,1688.68,No,No
505,34,Male,41,25.68,Month-to-Month,None,1052.88,No,No
506,36,Male,19,85.2,Month-to-Month,Fiber Optic,1618.8,No,No
507,34,Male,36,36.02,Two-Year,None,1296.72,No,No
508,31,Male,0,74.51,Month-to-Month,Fiber Optic,0.0,No,No
509,42,Female,40,53.51,Month-to-Month,DSL,2140.4,No,No
510,32,Male,0,51.54,Month-to-Month,DSL,0.0,No,No
511,45,Male,52,67.19,Two-Year,Fiber Optic,3493.88,No,No
512,41,Male,72,74.67,Two-Year,Fiber Optic,5376.24,Yes,No
513,39,Male,8,89.62,Month-to-Month,Fiber Optic,716.96,Yes,No
514,31,Female,5,77.48,Month-to-Month,DSL,387.4,Yes,Yes
515,35,Female,34,26.94,Month-to-Month,None,915.96,No,No
516,51,Female,7,65.36,One-Year,DSL,457.52,Yes,No
517,48,Male,48,36.49,Month-to-Month,None,1751.52,Yes,No
518,30,Female,2,54.03,One-Year,DSL,108.06,No,No
519,43,Male,3,76.32,Month-to-Month,Fiber Optic,228.96,No,No
520,51,Female,72,55.32,Month-to-Month,DSL,3983.04,No,No
521,21,Female,26,73.92,Month-to-Month,Fiber Optic,1921.92,No,No
522,48,Female,45,73.54,Month-to-Month,Fiber Optic,3309.3,No,No
523,34,Female,9,69.76,Two-Year,Fiber Optic,627.84,No,No
524,48,Female,27,74.86,Month-to-Month,Fiber Optic,2021.22,No,No
525,32,Male,21,76.57,Month-to-Month,Fiber Optic,1607.97,No,No
526,20,Female,22,91.07,Month-to-Month,Fiber Optic,2003.54,Yes,Yes
527,22,Male,27,35.62,Month-to-Month,None,961.74,No,No
528,42,Male,20,73.38,Month-to-Month,DSL,1467.6,Yes,No
529,45,Male,13,90.96,Month-to-Month,Fiber Optic,1182.48,Yes,No
530,31,Male,7,82.59,Month-to-Month,Fiber Optic,578.13,No,No
531,49,Male,35,87.5,One-Year,Fiber Optic,3062.5,Yes,No
532,22,Female,6,81.52,Month-to-Month,Fiber Optic,489.12,No,No
533,41,Female,28,58.03,Month-to-Month,DSL,1624.84,No,No
534,27,Female,6,41.21,Two-Year,DSL,247.26,No,No
535,34,Female,23,61.52,Month-to-Month,DSL,1414.96,No,No
536,42,Male,32,55.68,Month-to-Month,DSL,1781.76,No,Yes
537,31,Female,5,89.74,Month-to-Month,Fiber Optic,448.7,Yes,No
538,37,Female,1,76.41,Month-to-Month,Fiber Optic,76.41,No,Yes
539,54,Male,3,26.86,One-Year,None,80.58,No,Yes
540,35,Male,22,76.14,Month-to-Month,Fiber Optic,1675.08,No,Yes
541,52,Female,45,49.44,One-Year,DSL,2224.8,No,Yes
542,28,Female,1,51.37,Month-to-Month,None,51.37,Yes,No
543,48,Male,31,44.43,Month-to-Month,None,1377.33,Yes,No
544,59,Female,10,83.68,One-Year,Fiber Optic,836.8,Yes,No
545,18,Female,15,85.38,Month-to-Month,Fiber Optic,1280.7,Yes,No
546,32,Female,63,29.78,One-Year,None,1876.14,No,No
547,48,Female,9,75.94,Month-to-Month,Fiber Optic,683.46,No,No
548,39,Male,15,44.6,One-Year,None,669.0,Yes,No
549,46,Male,0,49.86,Month-to-Month,DSL,0.0,No,No
550,34,Male,2,42.29,Two-Year,DSL,84.58,No,Yes
551,43,Female,7,93.13,Month-to-Month,Fiber Optic,651.91,Yes,No
552,40,Female,0,87.68,Two-Year,Fiber Optic,0.0,Yes,No
553,56,Female,23,24.87,Month-to-Month,None,572.01,No,No
554,45,Female,13,36.05,One-Year,None,468.65,No,No
555,46,Female,19,76.42,Month-to-Month,Fiber Optic,1451.98,No,Yes
556,37,Male,4,62.97,Two-Year,DSL,251.88,Yes,No
557,36,Female,8,28.01,Month-to-Month,None,224.08,No,Yes
558,36,Female,26,83.08,Month-to-Month,Fiber Optic,2160.08,Yes,No
559,46,Male,72,74.94,Month-to-Month,DSL,5395.68,Yes,No
560,36,Female,1,71.12,Month-to-Month,Fiber Optic,71.12,No,Yes
561,45,Male,53,86.1,Month-to-Month,Fiber Optic,4563.3,Yes,Yes
562,66,Male,20,85.46,Two-Year,Fiber Optic,1709.2,Yes,No
563,52,Male,19,72.53,Two-Year,Fiber Optic,1378.07,Yes,No
564,38,Male,16,62.38,Month-to-Month,DSL,998.08,Yes,No
565,56,Male,1,26.92,Two-Year,None,26.92,No,Yes
566,37,Female,2,76.47,Month-to-Month,Fiber Optic,152.94,No,No
567,18,Male,22,92.42,Month-to-Month,Fiber Optic,2033.24,Yes,No
568,29,Male,10,65.07,One-Year,DSL,650.7,Yes,No
569,19,Female,59,97.52,One-Year,Fiber Optic,5753.68,Yes,No
570,37,Female,12,48.47,Two-Year,DSL,581.64,No,No
571,42,Male,3,68.85,Month-to-Month,DSL,206.55,Yes,Yes
572,62,Female,30,67.46,One-Year,Fiber Optic,2023.8,No,No
573,45,Female,8,70.62,Month-to-Month,DSL,564.96,Yes,No
574,39,Male,17,93.07,Month-to-Month,Fiber Optic,1582.19,Yes,No
575,51,Male,28,61.02,Month-to-Month,DSL,1708.56,No,No
576,18,Female,55,60.8,Two-Year,Fiber Optic,3344.0,No,No
577,44,Male,37,61.89,Two-Year,DSL,2289.93,Yes,No
578,51,Male,27,54.37,One-Year,DSL,1467.99,No,Yes
579,24,Female,27,57.94,Month-to-Month,DSL,1564.38,No,No
580,55,Male,70,30.03,Month-to-Month,None,2102.1,No,Yes
581,46,Male,8,32.71,Month-to-Month,None,261.68,No,No
582,37,Male,0,50.96,Month-to-Month,DSL,0.0,No,Yes
583,49,Male,7,82.79,Month-to-Month,Fiber Optic,579.53,No,Yes
584,69,Male,5,90.21,One-Year,Fiber Optic,451.05,Yes,No
585,44,Female,26,23.28,Month-to-Month,None,605.28,No,No
586,44,Female,24,69.62,Month-to-Month,Fiber Optic,1670.88,No,Yes
587,36,Male,21,84.77,Month-to-Month,Fiber Optic,1780.17,Yes,Yes
588,31,Female,0,73.39,Month-to-Month,DSL,0.0,Yes,No
589,51,Male,31,83.58,Month-to-Month,Fiber Optic,2590.98,Yes,No
590,31,Male,9,25.51,Two-Year,None,229.59,No,No
591,42,Male,26,73.41,One-Year,Fiber Optic,1908.66,No,No
592,36,Male,19,49.2,Two-Year,DSL,934.8,No,No
593,47,Male,10,71.29,Month-to-Month,DSL,712.9,Yes,No
594,46,Female,3,69.67,Month-to-Month,Fiber Optic,209.01,No,No
595,54,Female,2,77.97,Month-to-Month,Fiber Optic,155.94,No,No
596,35,Male,42,78.24,Two-Year,Fiber Optic,3286.08,Yes,No
597,38,Female,60,26.96,One-Year,None,1617.6,No,No
598,30,Male,25,56.19,Month-to-Month,DSL,1404.75,No,No
599,36,Female,2,55.52,Month-to-Month,DSL,111.04,No,No
600,46,Male,12,30.12,Month-to-Month,None,361.44,No,No
601,51,Female,31,48.68,One-Year,DSL,1509.08,No,No
602,30,Male,36,61.65,Two-Year,DSL,2219.4,Yes,No
603,52,Male,3,71.26,One-Year,Fiber Optic,213.78,No,Yes
604,58,Female,0,38.12,Month-to-Month,None,0.0,Yes,No
605,46,Female,29,67.69,Month-to-Month,DSL,1963.01,Yes,No
606,64,Male,10,46.94,Month-to-Month,None,469.4,Yes,No
607,32,Female,7,68.61,Month-to-Month,Fiber Optic,480.27,No,Yes
608,27,Male,0,60.78,Month-to-Month,DSL,0.0,No,Yes
609,20,Female,18,91.53,One-Year,Fiber Optic,1647.54,Yes,No
610,59,Female,45,79.59,One-Year,Fiber Optic,3581.55,Yes,No
611,49,Male,72,81.79,Month-to-Month,Fiber Optic,5888.88,No,No
612,41,Female,20,66.85,Two-Year,Fiber Optic,1337.0,No,No
613,45,Female,17,32.09,Month-to-Month,None,545.53,No,Yes
614,28,Male,2,52.52,Month-to-Month,DSL,105.04,No,No
615,71,Female,19,79.62,Month-to-Month,Fiber Optic,1512.78,No,No
616,43,Male,11,92.03,Month-to-Month,Fiber Optic,1012.33,Yes,No
617,43,Male,22,70.93,Month-to-Month,Fiber Optic,1560.46,No,Yes
618,50,Male,11,84.17,Month-to-Month,Fiber Optic,925.87,Yes,No
619,47,Male,6,47.7,Month-to-Month,DSL,286.2,No,No
620,44,Male,2,81.85,Two-Year,Fiber Optic,163.7,Yes,No
621,32,Female,9,77.86,Month-to-Month,Fiber Optic,700.74,No,No
622,47,Male,2,58.25,Month-to-Month,DSL,116.5,No,No
623,64,Male,4,29.41,Month-to-Month,None,117.64,No,Yes
624,58,Female,72,37.25,One-Year,None,2682.0,Yes,No
625,61,Female,14,71.59,Month-to-Month,Fiber Optic,1002.26,No,No
626,35,Female,18,68.19,Two-Year,DSL,1227.42,Yes,No
627,30,Male,49,87.58,Month-to-Month,Fiber Optic,4291.42,Yes,No
628,40,Male,72,70.72,Month-to-Month,DSL,5091.84,Yes,No
629,42,Male,20,47.14,One-Year,DSL,942.8,No,No
630,55,Female,40,76.68,Month-to-Month,Fiber Optic,3067.2,No,No
631,21,Male,9,52.71,Month-to-Month,DSL,474.39,No,No
632,60,Female,8,60.23,Month-to-Month,DSL,481.84,No,Yes
633,40,Male,12,55.92,One-Year,DSL,671.04,No,No
634,36,Female,26,52.52,Month-to-Month,DSL,1365.52,No,No
635,29,Male,27,69.37,Month-to-Month,DSL,1872.99,Yes,No
636,22,Male,9,38.02,Two-Year,None,342.18,Yes,No
637,51,Male,3,47.9,Month-to-Month,DSL,143.7,No,No
638,42,Female,24,45.64,Two-Year,DSL,1095.36,No,No
639,26,Female,3,53.19,One-Year,DSL,159.57,No,No
640,26,Male,20,31.63,Month-to-Month,None,632.6,No,No
641,37,Male,28,90.74,Month-to-Month,Fiber Optic,2540.72,Yes,Yes
642,62,Male,28,88.49,Month-to-Month,Fiber Optic,2477.72,Yes,No
643,38,Female,33,32.93,One-Year,None,1086.69,No,No
644,23,Male,49,85.8,One-Year,Fiber Optic,4204.2,Yes,No
645,39,Male,16,69.84,One-Year,DSL,1117.44,Yes,No
646,38,Male,31,41.52,Two-Year,DSL,1287.12,No,No
647,18,Male,23,66.87,One-Year,Fiber Optic,1538.01,Yes,No
648,41,Female,4,56.42,Month-to-Month,DSL,225.68,No,Yes
649,39,Female,0,67.88,Month-to-Month,Fiber Optic,0.0,No,Yes
650,50,Male,8,48.54,Two-Year,DSL,388.32,No,No
651,64,Male,14,88.49,Month-to-Month,Fiber Optic,1238.86,Yes,Yes
652,55,Female,23,77.94,Month-to-Month,DSL,1792.62,Yes,No
653,38,Female,45,54.15,One-Year,DSL,2436.75,No,No
654,28,Male,5,90.83,Month-to-Month,Fiber Optic,454.15,Yes,Yes
655,72,Female,3,44.27,Two-Year,None,132.81,Yes,No
656,42,Female,72,87.25,One-Year,Fiber Optic,6282.0,Yes,No
657,42,Male,2,87.71,Month-to-Month,Fiber Optic,175.42,Yes,No
658,41,Female,15,67.82,Two-Year,DSL,1017.3,Yes,No
659,44,Female,21,49.45,Month-to-Month,DSL,1038.45,No,No
660,40,Male,18,71.62,Month-to-Month,DSL,1289.16,Yes,No
661,35,Male,2,62.26,Month-to-Month,DSL,124.52,Yes,No
662,35,Female,1,56.02,Month-to-Month,DSL,56.02,No,No
663,41,Male,2,55.96,Month-to-Month,DSL,111.92,No,No
664,35,Female,21,98.38,Month-to-Month,Fiber Optic,2065.98,Yes,No
665,33,Male,18,62.18,Month-to-Month,DSL,1119.24,Yes,No
666,43,Female,6,72.0,Month-to-Month,Fiber Optic,432.0,No,No
667,38,Male,24,75.16,One-Year,Fiber Optic,1803.84,No,No
668,60,Female,41,69.01,Two-Year,Fiber Optic,2829.41,No,No
669,18,Female,1,75.9,Month-to-Month,Fiber Optic,75.9,No,Yes
670,55,Female,16,65.22,Month-to-Month,DSL,1043.52,Yes,Yes
671,56,Male,28,52.05,Month-to-Month,DSL,1457.4,No,No
672,18,Male,6,96.23,Month-to-Month,Fiber Optic,577.38,Yes,Yes
673,37,Female,8,28.26,One-Year,None,226.08,No,No
674,37,Female,22,54.03,One-Year,DSL,1188.66,No,No
675,25,Male,54,54.42,Month-to-Month,DSL,2938.68,No,Yes
676,32,Male,39,39.08,Month-to-Month,None,1524.12,Yes,No
677,28,Male,20,74.67,Month-to-Month,DSL,1493.4,Yes,No
678,63,Male,31,73.64,One-Year,Fiber Optic,2282.84,No,No
679,53,Male,10,86.53,Month-to-Month,Fiber Optic,865.3,No,No
680,57,Male,24,44.93,Two-Year,DSL,1078.32,No,No
681,50,Female,15,89.41,One-Year,Fiber Optic,1341.15,Yes,No
682,28,Male,5,83.44,Month-to-Month,Fiber Optic,417.2,Yes,No
683,35,Female,29,53.0,One-Year,DSL,1537.0,No,No
684,47,Male,19,85.39,Two-Year,Fiber Optic,1622.41,Yes,No
685,27,Male,10,61.41,One-Year,Fiber Optic,614.1,No,No
686,50,Female,58,73.98,Month-to-Month,Fiber Optic,4290.84,No,No
687,39,Female,0,52.18,Month-to-Month,DSL,0.0,No,Yes
688,37,Male,9,64.34,Two-Year,Fiber Optic,579.06,No,Yes
689,50,Female,1,73.08,One-Year,Fiber Optic,73.08,No,No
690,47,Female,34,90.82,One-Year,Fiber Optic,3087.88,Yes,Yes
691,37,Female,29,66.9,Two-Year,Fiber Optic,1940.1,No,No
692,55,Female,9,63.92,Two-Year,DSL,575.28,Yes,No
693,29,Male,27,68.01,Two-Year,Fiber Optic,1836.27,No,No
694,49,Female,12,90.01,Month-to-Month,Fiber Optic,1080.12,Yes,Yes
695,49,Male,33,49.55,Month-to-Month,DSL,1635.15,No,No
696,38,Male,14,90.77,One-Year,Fiber Optic,1270.78,Yes,No
697,45,Male,12,67.9,One-Year,DSL,814.8,Yes,No
698,26,Male,65,73.13,One-Year,Fiber Optic,4753.45,No,No
699,53,Female,6,65.97,Month-to-Month,DSL,395.82,Yes,Yes
700,39,Female,3,69.07,One-Year,Fiber Optic,207.21,No,No
701,35,Male,21,27.66,One-Year,None,580.86,No,No
702,54,Male,72,82.33,Month-to-Month,Fiber Optic,5927.76,Yes,No
703,33,Male,11,21.56,Month-to-Month,None,237.16,No,Yes
704,25,Male,1,42.0,Month-to-Month,None,42.0,Yes,Yes
705,23,Female,9,72.61,Month-to-Month,DSL,653.49,Yes,No
706,49,Male,16,71.73,Month-to-Month,Fiber Optic,1147.68,No,Yes
707,26,Female,4,69.91,Month-to-Month,Fiber Optic,279.64,No,No
708,63,Male,25,40.93,Month-to-Month,None,1023.25,Yes,No
709,18,Male,72,50.09,One-Year,DSL,3606.48,No,No
710,62,Male,14,26.82,One-Year,None,375.48,No,No
711,44,Male,10,77.24,Two-Year,Fiber Optic,772.4,No,No
712,40,Female,12,95.27,Month-to-Month,Fiber Optic,1143.24,Yes,No
713,35,Female,2,60.12,Month-to-Month,DSL,120.24,No,Yes
714,46,Female,51,54.76,Two-Year,DSL,2792.76,No,No
715,41,Male,12,70.01,Month-to-Month,Fiber Optic,840.12,No,No
716,55,Male,11,44.0,Two-Year,DSL,484.0,No,No
717,43,Female,25,22.02,Two-Year,None,550.5,No,No
718,43,Female,14,76.67,Month-to-Month,DSL,1073.38,Yes,No
719,37,Male,25,65.04,Two-Year,Fiber Optic,1626.0,No,No
720,41,Male,1,83.74,Month-to-Month,Fiber Optic,83.74,Yes,Yes
721,45,Female,40,87.85,Month-to-Month,Fiber Optic,3514.0,Yes,No
722,21,Male,67,70.12,One-Year,Fiber Optic,4698.04,No,No
723,25,Male,25,71.34,Month-to-Month,DSL,1783.5,Yes,No
724,50,Female,72,50.63,Two-Year,DSL,3645.36,No,No
725,44,Male,3,50.86,Month-to-Month,DSL,152.58,No,No
726,39,Female,15,93.43,Month-to-Month,Fiber Optic,1401.45,Yes,No
727,42,Male,22,68.21,One-Year,Fiber Optic,1500.62,No,No
728,46,Female,20,70.51,One-Year,Fiber Optic,1410.2,No,Yes
729,35,Male,12,78.43,Month-to-Month,Fiber Optic,941.16,No,No
730,32,Female,9,71.79,Month-to-Month,Fiber Optic,646.11,No,Yes
731,44,Female,3,78.44,Two-Year,Fiber Optic,235.32,Yes,No
732,30,Female,11,57.96,Month-to-Month,DSL,637.56,No,No
733,46,Female,4,45.64,Two-Year,DSL,182.56,No,No
734,21,Male,31,40.92,One-Year,None,1268.52,Yes,No
735,54,Male,5,31.14,One-Year,None,155.7,No,No
736,47,Female,1,62.01,One-Year,DSL,62.01,No,Yes
737,45,Male,19,93.03,Month-to-Month,Fiber Optic,1767.57,Yes,Yes
738,53,Male,21,45.0,One-Year,None,945.0,Yes,No
739,61,Male,49,69.89,Two-Year,Fiber Optic,3424.61,No,Yes
740,54,Male,20,64.63,Month-to-Month,DSL,1292.6,Yes,No
741,19,Male,10,50.02,Two-Year,DSL,500.2,No,No
742,26,Female,38,89.85,Month-to-Month,Fiber Optic,3414.3,Yes,No
743,34,Female,18,31.61,Month-to-Month,None,568.98,No,No
744,42,Female,1,90.58,Month-to-Month,Fiber Optic,90.58,Yes,No
745,48,Female,20,64.71,Two-Year,DSL,1294.2,Yes,No
746,33,Male,57,53.44,Month-to-Month,DSL,3046.08,No,No
747,44,Male,12,67.76,Two-Year,Fiber Optic,813.12,No,No
748,32,Female,8,21.47,Two-Year,None,171.76,No,No
749,34,Male,3,73.4,Month-to-Month,Fiber Optic,220.2,No,Yes
750,25,Male,3,96.95,Month-to-Month,Fiber Optic,290.85,Yes,No
751,30,Female,13,68.01,One-Year,DSL,884.13,Yes,No
752,25,Male,21,29.9,Month-to-Month,None,627.9,No,No
753,30,Female,2,80.26,One-Year,Fiber Optic,160.52,No,No
754,54,Female,67,48.2,Month-to-Month,DSL,3229.4,No,No
755,30,Male,33,84.45,Month-to-Month,Fiber Optic,2786.85,Yes,No
756,73,Male,21,60.39,One-Year,DSL,1268.19,No,No
757,47,Female,42,70.23,Month-to-Month,DSL,2949.66,Yes,No
758,44,Female,2,53.79,Month-to-Month,DSL,107.58,No,No
759,31,Male,15,49.0,Month-to-Month,DSL,735.0,No,No
760,50,Female,23,72.24,Month-to-Month,DSL,1661.52,Yes,No
761,35,Female,42,77.72,Month-to-Month,Fiber Optic,3264.24,No,No
762,43,Female,36,76.07,Two-Year,Fiber Optic,2738.52,Yes,No
763,72,Male,7,74.3,Month-to-Month,Fiber Optic,520.1,No,No
764,40,Female,67,68.32,Month-to-Month,DSL,4577.44,Yes,No
765,55,Male,3,53.47,One-Year,DSL,160.41,No,Yes
766,33,Female,49,84.4,Month-to-Month,Fiber Optic,4135.6,Yes,No
767,41,Male,72,81.26,Month-to-Month,Fiber Optic,5850.72,No,No
768,63,Female,4,53.62,Two-Year,DSL,214.48,No,No
769,34,Male,30,26.77,One-Year,None,803.1,No,Yes
770,63,Male,0,84.47,One-Year,Fiber Optic,0.0,Yes,No
771,50,Male,12,27.85,One-Year,None,334.2,No,No
772,35,Female,17,86.11,Month-to-Month,Fiber Optic,1463.87,Yes,No
773,49,Female,20,50.14,One-Year,DSL,1002.8,No,No
774,53,Female,65,88.65,Month-to-Month,Fiber Optic,5762.25,Yes,No
775,49,Male,26,63.06,Month-to-Month,DSL,1639.56,No,Yes
776,23,Female,15,94.73,Month-to-Month,Fiber Optic,1420.95,Yes,No
777,33,Male,39,74.67,Month-to-Month,DSL,2912.13,Yes,No
778,39,Female,72,46.85,Month-to-Month,None,3373.2,Yes,No
779,41,Male,0,44.47,Two-Year,DSL,0.0,No,No
780,49,Male,72,44.79,Month-to-Month,None,3224.88,Yes,No
781,44,Male,2,34.85,Month-to-Month,None,69.7,No,Yes
782,25,Female,40,68.71,Month-to-Month,Fiber Optic,2748.4,No,No
783,46,Female,7,78.18,Month-to-Month,Fiber Optic,547.26,No,No
784,49,Female,3,82.28,One-Year,Fiber Optic,246.84,No,No
785,48,Male,13,50.31,Month-to-Month,None,654.03,Yes,No
786,54,Male,24,82.07,Month-to-Month,Fiber Optic,1969.68,No,No
787,52,Female,11,91.09,Month-to-Month,Fiber Optic,1001.99,Yes,No
788,47,Female,1,75.85,One-Year,Fiber Optic,75.85,No,Yes
789,41,Female,21,41.41,Month-to-Month,None,869.61,Yes,No
790,22,Male,55,78.98,Month-to-Month,Fiber Optic,4343.9,No,No
791,47,Male,11,93.27,Month-to-Month,Fiber Optic,1025.97,Yes,No
792,44,Male,5,76.45,Month-to-Month,Fiber Optic,382.25,No,Yes
793,45,Male,14,51.58,Month-to-Month,None,722.12,Yes,Yes
794,26,Male,1,68.69,One-Year,Fiber Optic,68.69,No,Yes
